INSTCODE,ACRONYM,ECPACRONYM,FULL_NAME,TYPE,GENEBANK_LONG_TERM_COLLECTIONS,BOTANICAL_GARDEN,GENEBANK_MEDIUM_TERM_COLLECTIONS,GENEBANK_SHORT_TERM_COLLECTIONS,STREET_POB,CITY_STATE,ZIP_CODE,PHONE,FAX,EMAIL,URL,LATITUDE,LONGITUDE,ALTITUDE,UPDATED_ON,V_INSTCODE,ISO3
BGD085,"SS-BSRI, Rajshahi",,"Sub-Station, BSRI, Rajshahi",Governmental,,,,,"Kajihata, Rajshahi",Rajshahi,,-71601,,,,null,null,null,10/01/2015,,BGD
BGD086,"RSRS, Gazipur",,"Regional Sugarcane Research Station, Gazipur",Governmental,,,,1,"Joydebpur, Gazipur",Joydebpur,,-9261237,,,,null,null,null,10/01/2015,,BGD
BGD087,"RSRS, Thakurgaon",,"Regional Sugarcane Research Station, Thakurgaon",Governmental,,,,1,"Mothergonj, Thakurgaon",Thakurgaon,,-51750,-61451,rsrstkg@yahoo.com,,null,null,null,10/01/2015,,BGD
BGD088,,,"Community genebank programme has been started by PGRC, BARI",,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD089,,,INGER,,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD090,,,Such type of programme not still in SCA,,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD091,"Proshika, BRAC",,"Proshika, BRAC etc.",,,,,,,,,,,,,null,null,null,23/06/2017,,BGD
BGD092,,,None,,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD093,EWSBD,,East West Seed Research and Development Division,Private,,,,1,"Anchor Tower 10th floor, 1/1B, Sonargaon Rd. Dhaka-1205, Bangladesh",Dhaka,1205,8609521-4/105,88028618861,ewseed@multimodebd.com,,null,null,null,10/01/2015,,BGD
BGD094,,,No community genebank was established.,,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD095,,,UBINIG,,0,0,0,0,,,,,,,,null,null,null,18/11/2015,BGD095,BGD
BGD096,,,National Plant Genetic Resources Institute,,1,1,1,1,,,,,,,,null,null,null,19/02/2015,,BGD
BGD097,,,Not yet started,,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD098,,,Naya Krishi Andalan,,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD099,BRAC,,Bangladesh Rural Advancement Committee (BRAC),Non-Governmental,0,0,0,0,"BRAC Center, 75 Mohakhali",Dhaka,1212,(880)-2-9881265,(880)-2-8823542,brac@brac.net,http://www.brac.net,23.68,90.35,null,09/01/2023,BGD099,BGD
BGD100,,,BARI,,1,,1,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD101,,,,,,,,,,,,,,,,null,null,null,11/01/2018,,BGD
BGD102,BFRI,,Bangladesh Forest Research Institute,Governmental,,,,,P.O. Box  273,Chittagong,Chittagong  4000,8.80311E+11,8.80311E+11,bfri@spnetctg.com,,null,null,null,10/01/2015,,BGD
BGD103,,,None,,,,,,,,,,,,,null,null,null,19/02/2015,,BGD
BGD104,,,"Coastal Development Partnership, CDP",Non-Governmental,0,0,0,0,"55/ 2 Islampur Road , Khulna-9100",Khulna,9100,88-041-810573,88-041-729310,cdp@cdpbd.org,http://www.cdpbd.org,null,null,null,17/08/2020,BGD104,BGD
BGD105,BRRI,,Bangladesh Rice Research Institute,,1,,1,1,,,,,,,,null,null,null,19/02/2015,,BGD
BGD106,BJRI,,Bangladesh Jute Research Institute (BJRI),Governmental,1,,,1,"Manik Mia Avenue, Dhaka-1207, Bangladesh",Dhaka,1207,8130507,880-2-9118415,bjri@bdmail.net    OR bjri@bracbdmail.net,,null,null,null,10/01/2015,,BGD
BGD107,BARI,,"WRC, BARI",Governmental,,,,,,Gazipur,1701,,,,,null,null,null,10/01/2015,,BGD
BGD108,CDB,,Cotton Development Board (CDB),Governmental,,,1,,"Khamarbari, Farmgate, Dhaka-1215, Bangladesh.",Dhaka,1215,02-8117728,880-2-8111417,edcdb@citecho.net,,null,null,null,10/01/2015,,BGD
BGD109,,,"Agronomy Division, BARI",Governmental,,,,,"Joydebpur, Gazipur",Gazipur,1701,880-2-9252049,,,,null,null,null,12/12/2014,,BGD
BGD110,,,"UTTARAN, CDP",Non-Governmental,,,,,"Tala, Satkhira",Satkhira,,88-0171829465,,,,null,null,null,12/12/2014,,BGD
BGD111,,,"SHADE- Bangladesh, CDP",Non-Governmental,,,,,"Megnitala, Khatal, Bagerhat",Bagerhat,,88-0468-62121,,,,null,null,null,12/12/2014,,BGD
BGD112,,,"Setu Bandhon, CDP",Non-Governmental,,,,,"Monirampur, Jessore",Jessore,,,,,,null,null,null,12/12/2014,,BGD
BGD113,,,"Sandipon Gramouddag, CDP",Non-Governmental,,,,,"Atharamail, P.O Maguraghona, Dumuria",Khulna,,,,,,null,null,null,12/12/2014,,BGD
BGD114,,,"Rustic, CDP",Non-Governmental,,,,,"House 66, Road-4, Sonadanga R/A, Khulna",Khulna,9100,88041-729421,,,,null,null,null,12/12/2014,,BGD
BGD115,,,"Runner Daridra Bimochan Kendra, CDP",Non-Governmental,,,,,"Baly Bridge Approch Road, Morrelgonj,",Bagerhat,,88-0172249953,,,,null,null,null,12/12/2014,,BGD
BGD116,,,"Provati, CDP",Non-Governmental,,,,,"Dumuria, Khulna",Khulna,,,,,,null,null,null,12/12/2014,,BGD
BGD117,,,"Protiva Sangstha, CDP",Non-Governmental,,,,,"Keshobpur, Jessore",Jessore,,,,,,null,null,null,12/12/2014,,BGD
BGD118,,,"Panjia Jubosamaj Kallyan Samity, CDP",Non-Governmental,,,,,"Keshobpur, Jessore",Jessore,,,,,,null,null,null,12/12/2014,,BGD
BGD119,,,"Muktir Alo, CDP",Non-Governmental,,,,,"33/39 Yusuf Road(Mirzapur Road), Khulna",Khulna,9100,88-041-811323,,,,null,null,null,12/12/2014,,BGD
BGD120,,,"MA , Shishu O Jubo Unoyon Kendra, CDP",Non-Governmental,,,,,"Manoharpur, Monirampur, Jessore",Jessore,,,,,,null,null,null,12/12/2014,,BGD
BGD121,,,"LoCOS, CDP",Non-Governmental,,,,,"Viil- Gangarampur, P.O- Katianagla, Upazila- Batiaghata",Khulna,,88-0176704110,,,,null,null,null,12/12/2014,,BGD
BGD122,,,"Let Us Progress, CDP",Non-Governmental,,,,,"Vill & P.O- Hatiardanga, Koyra, Khulna",Khulna,,,,,,null,null,null,12/12/2014,,BGD
BGD123,,,"IDEAL, CDP",Non-Governmental,,,,,"Vill+P.O- Parulia, Debhata, Satkhira",Satkhira,,88-0171866504,,,,null,null,null,12/12/2014,,BGD
BGD124,,,"Grassroots organization For Transformation Initiative, CDP",Non-Governmental,,,,,"Vaga, Rampal, Bagerhat",Bagerhat,,,,,,null,null,null,12/12/2014,,BGD
BGD125,,,"Bondhan, CDP",Non-Governmental,,,,,"Dumuria, Khulna",Khulna,,,,,,null,null,null,12/12/2014,,BGD
BGD126,,,"Agrodut Club, CDP",Non-Governmental,,,,,"Sarankhola, Bagerhat",Bagerhat,,,,,,null,null,null,12/12/2014,,BGD
BGD127,,,"Acosiation of Social and Environment Development, CDP",Non-Governmental,0,0,0,0,"31 Basupara  Main Road, Khulna",Khulna,9100,88-041-724397,,,,null,null,null,18/11/2015,BGD127,BGD
BGD128,,,"Regional Cotton Research, CDB, Training and Seed Multiplication Farm",Governmental,,,,1,"Sadarpur, Dinajpur",Dinajpur,5200,0531/89009,,sobrsdr@cdb.gov.bd,,null,null,null,12/12/2014,,BGD
BGD129,,,"Cotton Research Centre, CDB, Rangpur",Governmental,,,,1,Mahiganj,Rangpur,5403,0521/63128,,ssomhg@cdb.gov.bd,,null,null,null,12/12/2014,,BGD
BGD130,,,"Hill Cotton Research Sub-center, CDB, Raicha, Bandarban",Governmental,,,,,"Raicha, Bandarban",Bandarban,4600,0361/62584,,sobrbdn@cdb.gov.bd,,null,null,null,12/12/2014,,BGD
BGD131,,,"Regional Cotton Research, CDB, Training and Seed Multiplication Farm",Governmental,,,,1,"Joghadishpur, Jessore",Jessore,7410,04224/8009,,,,null,null,null,12/12/2014,,BGD
BGD132,,,"Hill Cotton Research Sub-center, CDB, Matiranga, Khagrachori",Governmental,,,,,"Matiranga, Khagrachori",Khagrachori,4550,0371/61758,,,,null,null,null,12/12/2014,,BGD
BGD133,,,"Hill Cotton Research Sub-center, CDB, Balagahata, Bandarban",Governmental,,,,1,"Balagahata, Bandarban",Bandarban,4600,0361/62584,,ssobdn@cdb.gov.bd,,null,null,null,12/12/2014,,BGD
BGD134,,,"Quarantine Station, BSRI, Gazipur",Governmental,,,,1,"BRRI Campus, Joydebpur, Gazipur",Gazipur,,,,,,null,null,null,12/12/2014,,BGD
BGD135,,,"Sub-Station, BSRI, Rahmatpur",Governmental,,,,,"Rahmatpur, Barisal",Barisal,,880-4327-73075,,,,null,null,null,12/12/2014,,BGD
BGD136,,,"Sub-Station, BSRI, Jaipurhat",Governmental,,,,,"Hatil, Jaipurhat",Jaipurhat,,880-571-63425,,,,null,null,null,12/12/2014,,BGD
BGD137,,,"Sub-Station, BSRI, Jamalpur",Governmental,,,,,"BSRI Campus, Jamalpur",Jamalpur,,880-981-63882,,,,null,null,null,12/12/2014,,BGD
BGD138,,,"Sub-Station, BSRI, Chuadanga",Governmental,,,,,"Kedargonj, Chuadanga",Chuadanga,,880-761-62963,,,,null,null,null,12/12/2014,,BGD
BGD139,,,"Sub-Station, BSRI, Rajshahi",Governmental,,,,,"Kajihata, Rajshahi",Rajshahi,,880-721-810724,,,,null,null,null,12/12/2014,,BGD
BGD140,,,"Regional Sugarcane Research Station, BSRI, Gazipur",Governmental,,,,1,"Joydebpur, Gazipur",Gazipur,,880-2-9262115,,,,null,null,null,12/12/2014,,BGD
BGD141,,,"Regional Sugarcane Research Station, BSRI, Thakurgaon",Governmental,,,,1,"Madarganj, Thakurgaon",Thakurgaon,,880-561-52069,880-561-61770,rsrskg@yahoo.com,,null,null,null,12/12/2014,,BGD
BGD142,,,"Plant Physiology Division, BRRI",Governmental,,,,,Gazipur,Gazipur,1701,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD143,,,"Plant Pathology Division, BRRI",Governmental,,,,,Gazipur,Gazipur,1701,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD144,,,"Plant Breeding Division, BRRI",Governmental,,,,,Gazipur,Gazipur,1701,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD145,,,"Plant Biotechnology Division, BRRI",Governmental,,,,,Gazipur,Gazipur,1701,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD146,,,"Genetic Resources and Seed Division, BRRI",Governmental,1,,1,1,Gazipur,Gazipur,1701,88-02-9257401-5/339,88-02-9262734,brrihq@bdonline.com,,null,null,null,12/12/2014,BGD002,BGD
BGD147,,,"Entomology Division, BRRI",Governmental,,,,,Gazipur,Gazipur,1701,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD148,,,"Regional Station, BRRI, Sonagazi",Governmental,,,,,Sonagazi,Feni,,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD149,,,"Regional Station, BRRI, Satkhira",Governmental,,,,,Satkhira,Satkhira,,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD150,,,"Regional Station, BRRI, Rangpur",Governmental,,,,,Rangpur,Rangpur,,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD151,,,"Regional Station, BRRI, Rajshahi",Governmental,,,,,Rajshahi,Rajshahi,,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD152,,,"Regional Station, BRRI, Kushtia",Governmental,,,,,Kushtia,Kushtia,,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD153,,,"Regional Station, BRRI, Habigonj",Governmental,,,,,Habigonj,Habigonj,,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD154,,,"Regional Station, BRRI, Comilla",Governmental,,,,,Shashangacha,Comilla,3500,8808163231,,,,null,null,null,12/12/2014,BGD002,BGD
BGD155,"HRC, BARI",,"Horticulture Research Centre, BARI",Governmental,0,0,0,1,"Joydebpur, Gazipur",Gazipur,1701,880-2-9252529,,hrcbari@citechco.net,,null,null,null,18/11/2015,BGD155,BGD
BGD156,"SRC, BARI",,"Spices Research Centre, BARI",Governmental,0,0,0,0,Bogra,Bogra,,880-51-61083,,,,null,null,null,18/11/2015,BGD156,BGD
BGD157,"ORC, BARI",,"Oil Seeds Research Centre, BARI",Governmental,0,0,0,0,"Joydebpur, Gazipur",Gazipur,1701,880-2-9252303,,,,null,null,null,18/11/2015,BGD157,BGD
BGD158,SS-BJRI,,"Jute Research Sub-station, BJRI, Monirampur",Governmental,,,,,"Monirampur, Jessore",Jessore,,04227-78231,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,12/12/2014,,BGD
BGD159,SS-BJRI,,"Jute Research Sub-station, BJRI, Tarabo",Governmental,,,,,"Tarabo, Narayangonj",Narayangonj,,88-02-9116096,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,12/12/2014,,BGD
BGD160,RS-BJRI,,"Jute Research Regional Station, BJRI, Kishorgonj",Governmental,,,,,Kishoregonj,Kishoregonj,,0941-55409,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,12/12/2014,,BGD
BGD161,SS-BJRI,,"Jute Research Sub-station, BJRI, Kalapara",Governmental,,,,,"Kalapara, Patuakhali",Patuakhali,,88-02-9116096,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,12/12/2014,,BGD
BGD162,"PBD, BARI",,"Plant Breeding Division, BARI",Governmental,0,0,0,0,"Joydebpur, Gazipur",Gazipur,1701,880-2-9252402,,,,null,null,null,18/11/2015,BGD162,BGD
BGD163,,,"Regional Agricultural Research Station, BARI, Jamalpur",Governmental,,,,,Jamalpur,Jamalpur,,880-981-63138,,csojamal@bdonline.com,,null,null,null,12/12/2014,,BGD
BGD164,"PGRC, BARI",,"Plant Genetic Resources Centre, BARI",Governmental,1,0,0,0,"Joydebpur, Gazipur",Gazipur,1701,880-2-9252087,,,,24,90.42,null,18/11/2015,BGD164,BGD
BGD165,BFD,,Bangladesh Forest Department (BFD),Governmental,1,1,1,1,"Ban Bhaban, Mohakhali",Dhaka,1212,,,,,null,null,null,18/11/2015,BGD165,BGD
BGD166,,,"National Botanical Garden, BFD, Dhaka",Governmental,1,1,1,1,"Chiriakhana Road, Mirpur 1",Dhaka,1216,88-02-8018092,88-02-988687,"cf-wnc@bforest.gov.bd,   accf-dp@bforest.gov.bd",,null,null,null,18/11/2015,BGD166,BGD
BGD167,BAU,,Department of Crop Botany,Governmental,,,,,Mymensingh,Mymensingh,2202,880-91-55695-7/2147,880-91-55810,cbot_bau@royalten.net,,null,null,null,12/12/2014,,BGD
BGD168,BAU,,Department of Plant Pathology,Governmental,,,,,Mymensingh,Mymensingh,2202,880-91-55695-7/2142,880-91-55810,,,null,null,null,12/12/2014,,BGD
BGD169,BAU,,Department of Animal Breeding and Genetics,Governmental,,,,,Mymensingh,Mymensingh,2202,880-91-55695-7/2270,880-91-55810,,,null,null,null,12/12/2014,,BGD
BGD170,,,"Dhaka Baldha Garden, BFD",Governmental,1,1,1,1,"Wari, Dhaka",Dhaka,1100,88-02-8018092,88-02-988687,"cf-wnc@bforest.gov.bd, accf-dp@bforest.gov.bd",,null,null,null,05/07/2017,BGD170,BGD
BGD171,BAU,,Department of Pharmacology,Governmental,,,,,Mymensingh,Mymensingh,2202,880-91-55695-7/2136,880-91-55810,pharma@royalten.net,,null,null,null,12/12/2014,,BGD
BGD172,BAU,,Department if Horticulture,Governmental,,,,,Mymensingh,Mymensingh,2202,880-91-55695-7/2144,880-91-55810,hort_bau@royalten.net,,null,null,null,12/12/2014,,BGD
BGD173,,,"Regional Station, BRRI, Barisal",Governmental,,,,,Barisal,Barisal,,,,,,null,null,null,12/12/2014,BGD002,BGD
BGD174,,,"Regional Agricultural Research Station, BARI, Chittagong",Governmental,,,,,"Hathazari, Chittagong",Chittagong,,880-31-682781,,,,null,null,null,12/12/2014,,BGD
BGD175,,,"Regional Agricultural Research Station, BARI, Ishurdi",Governmental,,,,,"Ishurdi, Pabna",Pabna,6620,880-7326-606,880-7326-473,,,null,null,null,12/12/2014,,BGD
BGD176,,,"Regional Agricultural Research Station, BARI, Moulavibazar",Governmental,,,,,"Akbarpur, Moulavibazar",Moulavibazar,,0861-53462-3,880-861-53462,,,null,null,null,12/12/2014,,BGD
BGD177,,,"Regional Agricultural Research Station, BARI, Jessore",Governmental,,,,,"Khairtola, Jessore",Jessore,7400,880-421-73349,,rarscsoj@bttb.net.bd,,null,null,null,12/12/2014,,BGD
BGD178,"PRC, BARI",,"Pulses Research Centre, BARI",Governmental,0,0,0,0,"Ishurdi, Pabna",Pabna,6620,880-07326-606,880-07326-473,prc@bdonline.com,,null,null,null,18/11/2015,BGD178,BGD
BGD179,,,"Entomology Division, BARI",Governmental,,,,,"Joydebpur, Gazipur",Gazipur,1701,880-2-9256404,,entoipm@bdcom.com,,null,null,null,12/12/2014,,BGD
BGD180,RS-BJRI,,"Jute Research Regional Station, BJRI, Chandina",Governmental,,,,,"Chandina, Comilla",Comilla,,08022-56125,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,12/12/2014,,BGD
BGD181,"TCRC, BARI",,"Tuber Crops Research Centre, BARI",Governmental,0,0,0,0,"Joydebpur, Gazipur",Gazipur,1701,-9252448,-9262822,dtcrc@bdonline.com,,null,null,null,18/11/2015,BGD181,BGD
BGD182,JAES-BJRI,,"Central Jute Research Station, BJRI",Governmental,,,,,"Jagir, Manikgonj",Manikgonj,,0651-62138,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,12/12/2014,,BGD
BGD183,"WRC, BARI",,"Wheat Research Centre, BARI",Governmental,0,0,0,0,"Nasipur, Dinajpur",Dinajpur,,880-0531-63342,,drwheat@agri.com,,null,null,null,18/11/2015,,BGD
BGD184,,,"Agronomy Division, BRRI",Governmental,,,,,Gazipur,Gazipur,1701,,,,,null,null,null,12/12/2014,,BGD
BGD185,,,"Seed Production (Farm) Division, BADC",Governmental,,,,,"Krishi Bhaban (6th Floor), 49-51, Dilkusha Commercial Area, Dhaka",Dhaka,1000,02-9552602,,,,null,null,null,12/12/2014,,BGD
BGD186,EWS R&D,,East West Seed Research and Development Division,Private,0,0,0,1,"Anchor Tower 10th floor, 1/1B, Sonargaon Road, Dhaka",Dhaka,1205,"880-2-8619521-4, Ext.105",880-2-8618861,ewseed@multimodebd.com,,23.73,90.38,null,17/08/2020,BGD186,BGD
BGD187,,,"Horticultural development project, BADC",Governmental,,,,,"Krishi Bhaban (8th Floor), 49-51Dilkusha Commercial Area, Dhaka",Dhaka,1000,"02-9556942,9552732",,badchort@dhaka.net,www.bttb.net,null,null,null,12/12/2014,,BGD
BGD188,MoFL,,Ministry of Fisheries and Livestock,Governmental,0,0,0,0,"Bangladesh Secretariat, Dhaka",Dhaka,1000,,,,,null,null,null,05/07/2017,BGD188,BGD
BGD189,BLRI,,Bangladesh Livestock Research Institute,Governmental,1,0,0,0,"Savar,  Dhaka",Dhaka,1341,"(8802) 7708326 (O), 7708006 ®",(8802)7708325,dgblri@bangla. net,,23.88,90.27,null,04/05/2018,BGD189,BGD
BGD190,IUCN,,International Union for Conserving Nature and Natural Resources,International,0,0,0,0,"House 11, Road 138, Gulshan 1",Dhaka,1212,88029890395,88029892854,iucnbd@citechco.net,http://www.iucn.org,null,null,null,18/11/2015,BGD190,BGD
BGD191,SCA,,Seed Certification Agency,Governmental,0,0,0,0,Gazipur,Gazipur,1701,88029252033,88029257134,dir@sca.gov.org,http://www.sca.gov.bd,null,null,null,17/08/2020,BGD191,BGD
BGD192,,,"Pulse, Oil Seed Production, Processing & Storing Project, BADC",Governmental,,,,,"Krishi Bhaban (8th Floor), 49-51Dilkusha Commercial Area, Dhaka",Dhaka,1000,02-9552587,,,,null,null,null,12/12/2014,,BGD
BGD193,,,"Potato Seed Division, BADC",Governmental,,,,,"Krishi Bhaban (7th Floor), 49-51 Dilkusha Commercial Area, Dhaka",Dhaka,1000,02-9552757,,,,null,null,null,12/12/2014,,BGD
BGD194,,,"Horticultural Development Centre, Sayedpur, BADC",Governmental,,,,,"Sayedpur, Commilla",Comilla,3500,081-76919,,,,null,null,null,12/12/2014,,BGD
BGD195,SAU,,Sher-e-Bangla Agricultural University (SAU),Governmental,1,0,1,1,"Sher-e-Bangla Nagar, Dhaka",Dhaka,1207,-9144263,-8155714,vcsau10@yahoo.com,http://www.sau.ac.bd,23.77,90.37,null,21/08/2020,BGD195,BGD
BGD196,DACB,,Bangladesh National Herbarium,Governmental,0,0,0,0,"Chiriakhana Road, Mirpur-1",Dhaka,1216,880-2-9000676 & +88-02-8020607,-8059162,bnh_mirpur@yahoo.com,http://www.bnh.gov.bd,null,null,null,17/08/2020,BGD196,BGD
BGD197,MoCom,,Ministry of Commerce,Governmental,0,0,0,0,Bangladesh Secretariat,Dhaka,1000,,,,,null,null,null,18/11/2015,BGD197,BGD
BGD198,,,"Botanical Garden and Eco-Park, BFD",Governmental,1,1,1,1,"Shitakunda,Chittagong, Bangladesh",Chittagong,,88-031-620986,88-031-611074,"cf-wnc@bforest.gov.bd,   accf-dp@bforest.gov.bd",,null,null,null,18/11/2015,BGD198,BGD
BGD199,,,"Horticultural Development Centre, Muktagacha, BADC",Governmental,,,,,"Mujati, Muktagacha, Mymensingh",Muktagacha,2100,09028-75360,,badcmkg@bttb.net.bd,www.bttb.net,null,null,null,12/12/2014,,BGD
BGD200,AID,,Action in Development,Non-Governmental,0,0,0,0,"AID Complex, Shatbaria, PO Box no. 03",Jhenidah,7300,-61560,-61552,aid@bttb.net.bd,http://www.aidd.org,null,null,null,17/08/2020,BGD200,BGD
BGD201,"PGRC, FAO",,Food and Agriculture Organization of the United Nations,International,0,0,0,0,"FAO Representation in Bangladesh, Road # 8, House # 37, Dhanmondi R/A",Dhaka,1205,-8112826,-8112568,FAO-BD@fao.org,http://www.fao.org,null,null,null,17/08/2020,BGD201,BGD
BGD202,,,Interested farmer,,0,0,0,0,"SUCHANA, Gazipur; PAHARIKA, Bandarban; PRANTIK, Bandarban; UTTARA, Thakurgaon; ARONNO, Bagerhat; JUMRANI, Khagrachori",,,,,,,null,null,null,18/11/2015,BGD202,BGD
BGD203,HK,,Helen Keller International,Non-Governmental,0,0,0,0,"House # 340, Road # 5, DOHS, Baridhara, PO Box no. 6066, Gulshan",Dhaka,1212,"+ 88-2-3465-8823495, + 88-2-3465-8827044",-8851259,,http://www.hkiasiapacific.org,null,null,null,17/08/2020,BGD203,BGD
BGD204,SW,,Agricultural Extension Component / Seed Wing,Governmental,0,0,0,0,"3rd Building, 7th Floor, Khamarbari",Dhaka,1207,-7163746,,dgseed@moa.gov.bd,https://moa.gov.bd/,null,null,null,24/08/2020,BGD204,BGD
BGD205,BD-BJRI,,Breeding Division,Governmental,,,,,"Manik Mia Avenue, Dhaka-1207",Dhaka,1207,88-02-8130158,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,19/09/2014,,BGD
BGD206,LTS,,Lal Teer Seed Limited,Private,1,0,1,1,"Anchor Tower, 108, Bir Uttam C.R. Dutta Road",Dhaka,1205,8.80259E+11,88029662734,lalteer@multimodebd.com,http://www.multimodebd.com,23.75,90.39,null,21/08/2020,BGD206,BGD
BGD207,SSCL,,Supreme Seed Company Limited,Private,0,0,0,1,"House No: 13, Road No: 15, Rabindra Sarani, Sector No: 03, Uttara",Dhaka,1230,"+88089518, +880891830, +8801713145100",88028920798,nikename@surovigroup.com,http://www.surovigroup.com,null,null,null,17/08/2020,BGD207,BGD
BGD208,AGD-BJRI,,Agronomy Division,Governmental,,,,,"Manik Mia Avenue, Dhaka-1207",Dhaka,1207,88-02-8120303,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,19/09/2014,,BGD
BGD209,JFSD-BJRI,,Jute Farming Systems Division,Governmental,,,,,"Manik Mia Avenue, Dhaka-1207",Dhaka,1207,88-02-8120742,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,19/09/2014,,BGD
BGD210,GRSD-BJRI,,Genetic Resources and Seed Division,Governmental,1,,1,1,"Manik Mia Avenue, Dhaka-1207",Dhaka,1207,88-02-9145933,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,19/09/2014,,BGD
BGD211,PMD-BJRI,,Pest Management Division,Governmental,,,,,"Manik Mia Avenue, Dhaka-1207",Dhaka,1207,88-02-9116240,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,19/09/2014,,BGD
BGD212,FQID-BJRI,,Fibre Quality Improvement Division,Governmental,,,,,"Manik Mia Avenue, Dhaka-1207",Dhaka,1207,88-02-8120724,88-02-9118415,info@bjri.gov.bd,www.bjri.gov.bd,null,null,null,19/09/2014,,BGD
BGD213,,,ARONNO,,0,0,0,0,,Bagherhat,,,,,,null,null,null,18/11/2015,BGD213,BGD
BGD214,IJSG,,International Jute Study Group (IJSG),International,0,0,0,0,"145 Monipuripara, Near Farmgate, Tejgaon, Dhaka",Dhaka,1215,880-2-9125581-5,880-2-9125248-9,info@jute.org,http://www.jute.org,null,null,null,17/08/2020,BGD214,BGD
BGD215,ASRBC,,Advanced Seed Research & Biotech Centre,Private,0,0,1,1,"ASRBC, House#18/B, Road#126, Gulshan Avenue",Dhaka,1212,88-02-9859869,,sectoedab@aci-bd.com,http://www.aci-bd.com,23.78,90.41,null,21/08/2020,BGD215,BGD
BGD216,BSRTI,,Bangladesh Sericulture Research and Training Institute,Governmental,1,0,0,0,"Baliapukur, P.O: Padma Residential Area, Rajshahi",Rajshahi,6207,880721-771704-05,880-721-77091,bsrti@bttb.net.bd,http://www.bsrti.gov.bd,24.37,88.61,null,21/08/2020,BGD216,BGD
BGD217,MoTJ,,Ministry of Textiles & Jute,Governmental,0,0,0,0,Bangladesh Secretariat,Dhaka,1000,8802951442,88029573807,sectext@gmail.com,https://motj.gov.bd/,null,null,null,24/08/2020,BGD217,BGD
BGD218,ACI,,Advanced Chemical Industries Limited,Private,0,0,0,0,"ACI Centre 245, Tejgaon Industrial Area",Dhaka,1208,880 2 8878603,"880 2 8878626, 8878619",sectoedab@aci-bd.com,http://www.aci-bd.com,null,null,null,17/08/2020,BGD218,BGD
BGD219,BNH,,Bangladesh National Herbarium (BNH),Governmental,1,0,1,1,"Zoo road, Mirpur-1, Dhaka",Dhaka,1216,0088-02-9025608,0088-02-9038477,bnh_mirpur@yahoo.com,http://www.bnh.gov.bd,null,null,null,09/01/2018,BGD219,BGD
